V,3,For 1d4 rounds Force damage within 30 ft is doubled.
V,3,For 1d4 rounds Necrotic damage within 30 ft is doubled.
V,3,For 1d4 rounds Poison damage within 30 ft is doubled.
V,3,For 1d4 rounds Psychic damage within 30 ft is doubled.
V,3,For 1d4 rounds Radiant damage within 30 ft is doubled.
H,4,A CR 7 creature appears within 30 ft and immediately attacks the triggering creature.
V,3,For 1d6 rounds all critical hits deal maximum damage.
H,3,For 1d4 rounds creatures within 30 ft cannot regain HP.
H,4,The triggering creature becomes the center of a 20-ft radius implosion (12d10 force damage Con save for half).
V,4,A CR 9 creature appears within 30 ft for 3d6 rounds.
V,4,For 2 rounds all creatures within 30 ft take 4d10 elemental damage (random type) at the start of their turns.
V,4,All creatures within 30 ft at 0 HP immediately stand with half HP. All creatures above 0 HP take 10d10 necrotic damage.
V,4,All creatures within 30 ft are petrified for 1d4 rounds.
V,4,All creatures currently in combat have their current HP set to 1. They are then healed for 10d10 HP.
V,3,All creatures currently in combat have their current HP averaged together and set to that number.
B,3,All friendly creatures currently in combat have their current HP averaged together and set to that number.
H,3,All hostile creatures currently in combat have their current HP averaged together and set to that number.
H,3,All creatures who died within the last minute are resurrected with 1 HP and immediately attack the nearest creature.
B,3,All creatures who died within the last minute are resurrected with 1 HP + casters CHA modifier and are under the control of the caster for 3d6 rounds.
V,3,All creatures within 30 ft are teleported to a random location within 200 feet of the caster.
B,3,1d6 creatures of the casters choice become enraged for 1d6 rounds. The target is randomly determined each round and all creatures have that target.
H,2,After 2 rounds a 20-ft radius around the triggering creature becomes a storm of razor-sharp ice. Creatures that start their turn there take 3d6 cold damage.
V,2,Until the end of the casters next turn they are invisible and have resistance to all damage but they cannot attack or cast spells.
H,1,For 1d6 hours the triggering creature sheds dim light in a 10-ft radius and cannot benefit from being unseen
H,1,For 1d6 hours faint whispering distracts the triggering creature; disadvantage on their first Perception check each round
H,1,For 1d8 rounds the triggering creatures speed is reduced by 10 ft
H,1,For 1d6 hours the triggering creatures hands tremble slightly; disadvantage on their first attack roll each combat
H,1,For 1d8 rounds the triggering creature takes 1 force damage whenever they cast a spell or make an attack
H,1,For 1d6 hours the triggering creatures shadow moves unpredictably imposing disadvantage on Stealth checks.
H,2,For 1d4 rounds the ground within 15 ft becomes slick; creatures must succeed on a Dex save when moving or fall prone
H,1,For 1d10 rounds the triggering creature has disadvantage on saving throws against fear effects
H,2,Two CR 1 creatures appear within 30 ft and immediately attack the nearest creature.
H,2,The triggering creature takes 5d8 force damage.
V,2,For 1d4 rounds creatures within 20 ft have disadvantage on opportunity attacks.
V,2,For 1d6 rounds creatures within 15 ft take 1d6 fire damage at the start of their turns.
H,2,For 1d8 rounds teleportation and forced movement fail within 30 ft.
H,3,A CR 5 creature appears within 30 ft and immediately attacks the triggering creature.
H,3,For 1d4 rounds creatures within 30 ft cannot regain HP.
H,3,For 5 rounds lightning strikes the triggering creature at the end of each of their turns (3d8 lightning Dex save half).
V,3,For 1d4 rounds creatures within 30 ft must succeed on a Wis save at the start of their turn or use their action to attack the nearest creature.
H,3,A 20-ft radius burst of necrotic energy erupts centered on the triggering creature (6d10 necrotic Con save half).
H,3,Three CR 2 creatures appear within 30 ft and act independently for 3d6 rounds.
V,3,For 1d4 rounds all creatures within 30 ft have disadvantage on attack rolls.
V,2,For 1d4 rounds the triggering creatures speed fluctuates wildly. At the start of each of their turns roll 1 d4: 1-2: speed halved 3-4: speed doubled
H,1,For 1d6 rounds the triggering creature cannot take reactions.
H,1,For 1d4 rounds the triggering creature must use their movement before taking an action on their turn.
H,1,For 1d8 rounds the triggering creature subtracts 1 d4 from their initiative count each round.
H,1,For 1d6 hours the triggering creature always moves 5 ft farther than intended when they move.
H,1,For 1d4 rounds all creatures must choose their action before moving.
H,2,For 1d8 rounds whenever any creature takes the Attack action they can only make one attack regardless of features.
V,2,For 1d4 rounds at the start of each creatures turn within 30 ft roll 1 d6. On a 1-2 that creature loses its reaction until its next turn.
V,2,For 1d8 rounds difficult terrain fills a 20-ft radius centered on the triggering creature.
H,3,The triggering creature immediately ends its turn.
H,2,For 1d6 rounds when the triggering creature casts a spell or takes the Attack action roll 1 d4. On a 1 the action fails but the resource is expended.
V,2,For 1d4 rounds creatures within 30 ft must succeed on a Wis save at the start of their turn or move 10 ft in a random direction before acting.
H,2,For 1d8 rounds the triggering creature cannot take bonus actions.
V,3,For 1d4 rounds all creatures roll initiative again at the start of each round.
H,3,For 1d10 rounds the triggering creature can take either an action or a bonus action on their turn not both.
V,3,For 1d10 rounds teleportation redirect creatures 1d10 ft in a random direction instead of their intended location.
H,3,For 1d8 rounds whenever the triggering creature takes damage they must succeed on a Con save or lose their reaction and bonus action until their next turn.
V,3,For 1d4 rounds at initiative count 10 each round every creature within 30 ft must succeed on a Dex save or fall prone.
H,2,The next time the triggering creature rolls a natural 20 on an attack roll they must reroll and use the second result.
V,3,For 1d4 rounds creatures within 30 ft that reduce a creature to 0 HP must succeed on a Wis save or lose their next action.
B,1,For 1d4 rounds the triggering creatures speed is doubled.
H,2,For 1d6 rounds the triggering creature cannot take reactions.
V,1,For 1d4 rounds at the start of the triggering creatures turn roll 1 d4: 1-2: gain a bonus action 3-4: lose your bonus action
B,1,For 1d8 rounds the triggering creature may stand from prone without spending movement.
H,1,For 1d4 rounds whenever the triggering creature moves more than 15 ft they must succeed on a Dex save or fall prone.
V,1,For 1d8 rounds creatures within 20 ft add or subtract 1 d4 from initiative at the start of each round (roll individually).
B,2,For 1d4 rounds the triggering creature may take Dash as a bonus action.
V,2,For 1d4 rounds whenever a creature within 30 ft takes the Attack action roll 1 d6: 1-2: one fewer attack 3-4: one additional attack 5-6: two additional attacks.
B,2,For 1d10 rounds allies within 20 ft gain +10 ft speed.
V,2,For 1d4 rounds at initiative count 10 each round all creatures must succeed on a Con save or have their speed reduced to 0 until the end of their turn.
V,2,For 1d8 rounds when a creature within 30 ft reduces another creature to 0 HP it immediately gains or loses its reaction (50/50).
H,3,The triggering creature immediately ends its turn and cannot take reactions until the start of its next turn.
B,3,For 1d4 rounds the triggering creature gains one additional action each turn that can be used only to Attack (one weapon attack) Dash or Disengage.
H,3,For 1d10 rounds the triggering creature must succeed on a Wis save at the start of their turn or take no action that turn.
V,3,For 1d4 rounds all creatures within 30 ft act twice on their turn on even-numbered rounds and cannot act at all on odd-numbered rounds.
B,3,For 1d10 rounds allies within 30 ft ignore difficult terrain and may move through hostile creatures spaces (cannot end there).
H,3,For 1d4 rounds whenever a creature within 30 ft takes damage it must succeed on a Con save or lose its next bonus action and reaction.
V,3,For 1d8 rounds whenever a creature rolls a natural 20 on an attack it immediately gains a bonus action; on a natural 1 it loses its reaction.
B,4,All creatures friendly to the triggering creature immediately takes one additional full turn after this one
V,3,For 1d4 rounds at the start of each round all creatures within 30 ft must succeed on a Wis save or lose their next action.
V,3,For 1d8 rounds whenever a creature moves more than 15 ft they take 1 damage per 5 ft moved.
H,3,For 1d4 rounds whenever a creature within 30 ft takes the Attack action it must succeed on a Con save or lose its next reaction.
H,3,Arcane Burnout: The triggering creature cannot regain Sorcery Points for 3d6 rounds.
H,3,Spell Collapse: The triggering creature loses their highest available spell slot.
V,3,Force Hole: Air starts to gather at your location after 1 d4 rounds a 20-ft radius force explosion erupts centered on the triggering creature 2X move towards Str 5X num of rounds to not be dragged in (8d8 force damage Dex save for half).
H,2,For 1d4 rounds whenever a spell is cast roll a d6. On 1-3 it targets a random valid creature.
V,4,The creature and the highest-CR enemy within 100 feet swap character sheets (or stat blocks) for 3d6 rounds. Personalities remain but bodies and abilities are exchanged.
V,4,Time stops for everyone except the triggering creature and one random enemy for 1d6 rounds. During this time they can only interact with each other.
H,2,The triggering creature becomes ethereal for 1d4 rounds. During this time they can move through objects and creatures but cannot interact with the material world in any way.
B,2,The triggering creature becomes invisible for 1d4 rounds.
B,4,The creature and all allies within 60 feet gain the benefits of a Long Rest instantly.
B,1,The creature instantly learns the direction of north and the exact time of day.
B,1,The creatures eyes glow faintly; they gain Darkvision out to 30 feet for 1 hour.
B,1,The creature gains the ability to cast Mending as a bonus action for the next hour.
B,2,The creature gains the ability to speak the language of the next creature it touches that speaks a language it doesnt know.
B,1,The creatures skin hardens slightly; they gain 1d4 temporary hit points.
B,1,The creature is cured of any non-magical itch rash or minor ache it currently has.
B,1,The creature feels a surge of confidence and gains Advantage on its next Charisma check.
B,1,The creatures clothes instantly become clean and mended as if by Prestigiditation.
B,1,The creatures hair grows 1 inch and becomes incredibly soft and well-groomed.
B,1,For the next 3d6 rounds the creature can perfectly mimic the voice of any person they have heard speak.
B,1,The creatures touch can snuff out or light a non-magical candle torch or small campfire at will for 1 hour.
B,1,The creature feels refreshed as if they just finished a short nap though they gain no mechanical benefits of a rest.
B,2,For the next 2d10 rounds the creature can use a bonus action to take the Disengage action.
B,2,For the next 2d10 rounds the creature can use a bonus action to take the Hide action.
B,2,For the next 2d10 rounds the creature can use a bonus action to take the Dash action.
B,2,For the next 2d10 rounds the creature can use a bonus action to take the Help action.
B,2,For the next 2d10 rounds the creature can use a bonus action to take the Search action.
B,2,The creature can see invisible creatures and objects within 60 feet for the next 2d10 rounds.
B,2,The creature can cast Misty Step once within the next 3d6 rounds without expending a spell slot.
B,2,The creature gains 4d10 temporary hit points that it may distribute as it desires.
B,2,The creature adds a d4 to the next saving throw they make.
B,2,The creature can cast the Light cantrip for the next hour.
B,1,Every party member within 60 feet suddenly feels a cool refreshing breeze; they all gain 1 temporary hit point.
B,1,The creature can speak with animals for the next hour.
B,1,All party members within 60 feet find their gear instantly cleaned of all dirt blood and grime.
B,2,Shimmering dust falls on the party; everyone within 30 feet gains a +5 foot increase to their walking speed for 3d6 rounds.
B,2,A wave of clarity washes over the group; every party member within 60 feet can immediately use their reaction to move up to half their speed without provoking opportunity attacks.
B,2,Everyone in the party within 60 feet gains a Flash of Insight; they gain heroic inspiration.
B,2,Magical adrenaline hits the group; everyone within 30 feet gains 1d6 temporary hit points.
B,2,A burst of restorative energy hits the group; any party member with an effect that can be ended by a saving throw can immediately repeat their saving throw against that effect.
H,3,Every light source held by the party dims significantly providing only Dim Light in a 5-foot radius for the next 4d10 rounds.
H,1,The creatures shoes fuse to the ground. Their speed is 0 until they use an action to break free.
H,1,The creature can only speak in rhymes for the next hour. If they fail to rhyme they take 1 psychic damage.
H,1,The creature grows a long bushy beard made of purple feathers. It falls out after 24 hours.
H,1,For the next 3d6 rounds the creature forgets the names of all its allies referring to them only as Hey You or Stranger.
H,3,For 1d4 rounds all Hostiles movement speeds double.
H,3,For the next 2d6 rounds all hostile creatures have an increased opportunity attack range of 5 ft.
H,1,All allies loose 1d6 temporary HP.
H,1,The creatures hair falls out.
H,2,For 1d4 rounds 1d4 CR 1d4 creatures appear at initiative count 1d4 then disappear after 1d4 rounds.
